prompt_id,evaluator_id,layer_index,mean_distance_to_self_answer,min_distance_to_self_answer,max_distance_to_self_answer,distance_to_self_spread,mean_distance_to_centroid,allocation_spread,negative_mass_sum,positive_mass_sum
p035,Qwen/Qwen2.5-7B-Instruct::normal_01,16,12.917503356933594,10.142766952514648,15.038782119750977,4.896015167236328,8.902375221252441,0.6,0.15,0.8500000000000001
p035,Qwen/Qwen2.5-7B-Instruct::normal_02,16,12.750141143798828,10.873550415039062,14.669770240783691,3.796219825744629,9.084733009338379,0.6,0.15,0.8500000000000001
p035,Qwen/Qwen2.5-7B-Instruct::normal_03,16,12.428181648254395,7.452184200286865,16.76985740661621,9.317672729492188,8.67032527923584,0.6,0.25,0.75
p035,Qwen/Qwen2.5-7B-Instruct::normal_04,16,11.971397399902344,7.944334030151367,17.033428192138672,9.089094161987305,8.56075382232666,0.55,0.3,0.7
p036,Qwen/Qwen2.5-7B-Instruct::normal_01,16,16.81350326538086,13.233266830444336,21.991172790527344,8.757905960083008,10.625407218933105,0.65,0.35,0.65
p036,Qwen/Qwen2.5-7B-Instruct::normal_02,16,15.482694625854492,12.568695068359375,19.063949584960938,6.4952545166015625,9.821374893188477,0.5,0.05,0.95
p036,Qwen/Qwen2.5-7B-Instruct::normal_03,16,17.037553787231445,14.173376083374023,20.681581497192383,6.508205413818359,10.212031364440918,0.65,0.35,0.65
p036,Qwen/Qwen2.5-7B-Instruct::normal_04,16,16.989730834960938,13.796659469604492,21.56674575805664,7.770086288452148,10.552621841430664,0.5,0.05,0.95
p037,Qwen/Qwen2.5-7B-Instruct::normal_01,16,22.633686065673828,17.33918571472168,26.0053768157959,8.666191101074219,13.455021858215332,0.6000000000000001,0.30000000000000004,0.7
p037,Qwen/Qwen2.5-7B-Instruct::normal_02,16,22.14185333251953,18.04058837890625,25.19474220275879,7.154153823852539,13.748066902160645,0.4,0.0,1.0
p037,Qwen/Qwen2.5-7B-Instruct::normal_03,16,21.746973037719727,18.12968635559082,24.333858489990234,6.204172134399414,13.818260192871094,0.6000000000000001,0.25,0.75
p038,Qwen/Qwen2.5-7B-Instruct::normal_01,16,18.436059951782227,16.018104553222656,21.83213233947754,5.814027786254883,9.736907005310059,0.55,0.15,0.8500000000000001
p038,Qwen/Qwen2.5-7B-Instruct::normal_02,16,18.47156524658203,16.556739807128906,21.272687911987305,4.715948104858398,9.66799259185791,0.5,0.05,0.95
p038,Qwen/Qwen2.5-7B-Instruct::normal_03,16,17.4294376373291,14.209721565246582,20.45631217956543,6.246590614318848,11.14558219909668,0.6000000000000001,0.30000000000000004,0.7
p038,Qwen/Qwen2.5-7B-Instruct::normal_04,16,19.381427764892578,13.960125923156738,22.651798248291016,8.691672325134277,11.198952674865723,0.6,0.15,0.85
p039,Qwen/Qwen2.5-7B-Instruct::normal_01,16,19.683443069458008,15.84380054473877,22.0848331451416,6.241032600402832,10.637709617614746,0.6,0.25,0.75
p039,Qwen/Qwen2.5-7B-Instruct::normal_02,16,19.0227108001709,16.346248626708984,22.236825942993164,5.89057731628418,10.808019638061523,0.75,0.3,0.7
p039,Qwen/Qwen2.5-7B-Instruct::normal_03,16,19.42578125,15.208708763122559,23.102664947509766,7.893956184387207,10.640362739562988,0.6,0.25,0.75
p039,Qwen/Qwen2.5-7B-Instruct::normal_04,16,19.50664520263672,15.128520011901855,21.980398178100586,6.8518781661987305,10.601920127868652,0.7,0.55,0.45
p040,Qwen/Qwen2.5-7B-Instruct::normal_01,16,14.992626190185547,12.141806602478027,18.880380630493164,6.738574028015137,10.276287078857422,0.5,0.05,0.95
p040,Qwen/Qwen2.5-7B-Instruct::normal_02,16,14.234123229980469,11.443815231323242,16.732091903686523,5.288276672363281,9.62991714477539,0.5,0.05,0.95
p040,Qwen/Qwen2.5-7B-Instruct::normal_03,16,15.395746231079102,11.162737846374512,17.653696060180664,6.490958213806152,10.746675491333008,0.6,0.15,0.85
p040,Qwen/Qwen2.5-7B-Instruct::normal_04,16,22.26355743408203,14.555584907531738,25.892677307128906,11.337092399597168,10.697031021118164,0.7,0.4,0.6
p041,Qwen/Qwen2.5-7B-Instruct::normal_01,16,17.049041748046875,11.394699096679688,21.81951904296875,10.424819946289062,11.468423843383789,0.65,0.25,0.75
